"","xx","yy","zz"
"1",0.00139391565259977,-1.22203753969865,-0.961805564717426
"2",0.00264043901916849,0.379634544643311,0.558580550001148
"3",0.00351180553034345,-0.783019933401912,-0.818765626995242
"4",0.00367975847753326,0.267078075168171,0.234897819874116
"5",0.00440189432602811,-1.0081399688212,-0.0796359152347887
"6",0.00321437001816687,-2.82353383123372,0.673906424756019
"7",0.00161002970969019,0.110988167261766,2.90473880912743
"8",0.00176639769833681,0.877008000156516,0.733723247512594
"9",0.00104834255377219,0.806013075272385,-1.26387147550069
"10",0.00361080807542465,-1.49374456797953,0.984864810162372
"11",0.00298514821050626,1.94690280350989,0.54170009250837
"12",-0.000203441377067434,0.505410280503443,1.994608838126
"13",-0.000629990635233743,1.47508445738015,0.25449315042754
"14",0.00318633222221633,0.740449255293596,-2.85969365824607
"15",0.00238465132399535,-0.823582154380734,-1.00301911234075
"16",0.00392312858781376,0.805665961498003,-0.838911496013358
"17",0.000880340894185118,-0.145340258273678,-0.385933443828043
"18",-0.00613804912740207,-1.56705405204227,1.8083318964335
"19",-4.9283706091887e-06,2.47307782782106,2.75966679931725
"20",0.00233466802174202,2.33347231035486,-0.742860688814784
"21",0.00376883263324205,0.670945694060257,-1.43667680628079
"22",0.000250554719309461,0.60680798152138,-0.272591380397467
"23",-0.0022391073309519,-0.586229748612036,2.28550899421101
"24",-0.0028203794471697,1.40803456874571,0.871682057199278
"25",-0.000582974632630047,0.483320154375802,-0.641379401464249
"26",-0.00168477363515614,0.268474530499218,1.45130913593935
"27",-0.00102374872912892,-1.02183393123618,2.11934642853765
"28",-0.00135281709968891,-0.610596848127224,2.09230901099078
"29",-0.00186517764794291,-0.064527682378015,0.530008908724115
"30",0.00538492875026529,1.19945710568141,-2.15092980479545
"31",-0.00122484751754552,0.348278415455939,-1.13708617818065
"32",-0.0100307016272636,-1.31044930922864,0.277897907919239
"33",-0.00733761959876839,0.926360762632319,-0.321395420470747
"34",-0.00735004992659834,0.876254407048636,-0.134341760901905
"35",-0.00220158401963378,-1.49344833078182,-0.196187425848486
"36",0.00178439404138449,-0.231753643654252,-0.209956565392272
"37",0.00910659086207623,0.535837737500736,2.11303289141353
"38",0.00408496725968977,-0.375931841618639,1.14653363424863
"39",0.000921388429173015,-0.253005076970513,0.333307772624734
"40",0.000642863076312849,-2.26462828763585,1.7532792876057
"41",0.000283508880991418,0.100972573611912,3.2402424334652
"42",-0.00531721182502533,0.402307055225787,2.1922115289543
"43",-0.00406440718644607,0.863531929212123,0.0872708511523258
"44",-0.00178079700009081,-2.04539108404359,-2.5697954449725
"45",-0.00208656956469492,-1.64121606434497,-0.0346769733395015
"46",-0.00474797596911688,0.490342542615432,1.75579882931087
"47",-0.0040941448094204,0.921818727896888,1.68446850425877
"48",-0.00130628015154968,2.38993146692254,1.34387090139577
"49",0.00020551950376372,-1.54146574462846,-1.07763431670873
"50",0.00162672176288254,-0.614444744109224,-0.627791480610172
"51",-0.00174987359047252,-1.29669765645805,1.21667452469607
