"","x"
"1",0
"2",1.40906549502981
"3",4.45755947273807
"4",7.90526613104871
"5",11.2239799959344
"6",12.1550477321682
"7",11.6535285296141
"8",11.7127534873446
"9",11.2053804328005
"10",10.0685533105945
"11",8.92499714688103
"12",8.33456345596171
"13",5.4956965783925
"14",3.05240361767358
"15",0.321469039622565
"16",-2.80216743324573
"17",-4.01247204641239
"18",-5.06974452719151
"19",-4.306620540156
"20",-3.02408971374115
"21",-2.32834881164275
"22",-1.04722810809318
"23",0.243602032824659
"24",1.77896731034617
"25",2.74125591787944
"26",4.00580140741463
"27",4.33011500563086
"28",4.09433239646296
"29",5.00670792283994
"30",5.61756431796746
"31",5.33020953547352
"32",5.67862586750939
"33",8.10181935651993
"34",9.82126834688957
"35",11.3302113617037
"36",13.4413604269052
"37",15.3698282115405
"38",16.7969911316515
"39",18.6172802250303
"40",18.6593941737864
"41",18.2222593464257
"42",16.8622299846701
"43",16.3246756974117
"44",15.00857293963
"45",13.222324381536
"46",11.1847769094365
"47",8.75037078115836
"48",5.88165426275178
"49",5.18784211831468
"50",4.28681687588879
"51",4.70853956048598
"52",3.20772178562011
"53",1.24130015844799
"54",1.26052908927463
"55",0.184825954841523
"56",-0.8761641530189
"57",-1.18521213997714
"58",-0.225788305885231
"59",2.32076650136161
"60",4.16302353053422
"61",6.30534774590173
"62",7.95571956411705
"63",10.617072216544
"64",13.767370258365
"65",16.2843579821103
"66",17.5796502383894
"67",16.3916378163556
"68",15.5886851068574
"69",12.6275670106971
"70",10.2156582883347
"71",6.84846089033141
"72",3.99577927128216
"73",2.15711898232808
"74",0.745550309152264
"75",1.43283218141248
"76",2.09860677199611
"77",3.88567877877695
"78",5.82298214283098
"79",8.98370551655021
"80",10.2617517442591
"81",13.4176470465039
"82",15.9043029076527
"83",18.7469723836832
"84",20.4839753172285
"85",22.7706682408804
"86",23.1485356420156
"87",22.7847432109323
"88",22.4423134067597
"89",22.8799022723474
"90",23.2237186830031
"91",22.7377226275623
"92",22.8370781265574
"93",22.4156561738669
"94",22.6647121440317
"95",23.0533842836175
"96",23.4553898514293
"97",22.4551721544874
"98",21.8333899423696
"99",21.1664535503014
"100",20.6451367231746
"101",20.8428015078295
"102",21.313505821361
"103",21.958613544703
"104",23.4952118079269
"105",25.0710442909202
"106",26.6862746982385
"107",28.0769936444656
"108",29.253977768877
"109",30.5470666708995
"110",31.2395798897178
"111",33.0517640183854
"112",33.6016526826645
"113",33.8977756362612
"114",35.1416651422983
"115",34.8597614118951
"116",33.0610350965834
"117",30.7005273473019
"118",29.4877490701496
"119",27.8218583139432
"120",26.3798852937798
"121",24.8739108449339
"122",23.1088589028606
"123",21.0120892615213
"124",19.5689611341352
"125",19.7186543848545
"126",21.3248798930016
"127",21.5562578094711
"128",21.4914952427133
"129",20.1444742022944
"130",17.3434316771717
"131",14.7832284362976
"132",13.5764838987632
"133",12.4745804387676
"134",11.7435124235002
"135",11.1722695667879
"136",11.1616005850617
"137",11.5487026302691
"138",10.6448527632783
"139",9.72185437604382
"140",8.65660407647383
"141",6.44149792627716
"142",5.27212946594394
"143",5.77356919873014
"144",6.54981158292667
"145",7.48573918838665
"146",6.93195249052872
"147",7.14436705365123
"148",7.63175806041077
"149",6.32750725902672
"150",5.96609618167911
"151",4.72067738888933
"152",3.28086310959443
"153",4.33676611953134
"154",5.24857370211363
"155",5.98991604593328
"156",9.0295351878078
"157",10.1255006579034
"158",9.50973176977213
"159",9.43445269204067
"160",8.66912742811306
"161",7.66856672591951
"162",6.99593670706812
"163",5.55279327681834
"164",3.14013495318739
"165",-0.313666792097637
"166",-3.39704205423491
"167",-6.99552630395261
"168",-11.1574128767354
"169",-15.2037011535156
"170",-17.5728118639273
"171",-19.1405604109331
"172",-20.0734028437639
"173",-20.4040253282535
"174",-20.565562233151
"175",-19.682070816628
"176",-18.328237870278
"177",-16.5399675535371
"178",-15.0518894201655
"179",-13.0203106099299
"180",-10.7792466145764
"181",-9.72969119888024
"182",-10.7978224887175
"183",-11.4886233793363
"184",-12.8304780009237
"185",-14.7450207879809
"186",-17.0726322206786
"187",-19.7304017906059
"188",-21.6692074847355
"189",-23.2497890629067
"190",-24.3056312687252
"191",-24.3740038809805
"192",-23.178593034892
"193",-20.8761550131766
"194",-19.8517220384563
"195",-17.6357233200455
"196",-16.3769833149897
"197",-16.4800160555464
"198",-18.2964036664431
"199",-19.1248851271576
"200",-19.1857200227415
"201",-18.3585306220106
"202",-16.0410113350571
"203",-13.1951011694235
"204",-10.761024505675
"205",-9.79895418603807
"206",-9.65021304712922
"207",-8.86396433057211
"208",-9.19364899543272
"209",-9.29004780258301
"210",-10.7248756655043
"211",-14.4696318336402
"212",-16.1455926452412
"213",-18.179378718961
"214",-19.844720150676
"215",-21.1082253463292
"216",-22.3632205509931
"217",-22.9949997707874
"218",-23.3997634845144
"219",-23.600215352549
"220",-25.0372638447075
"221",-27.1110304731776
"222",-29.9073442627932
"223",-30.9046623328272
"224",-31.621681717147
"225",-30.8885384954383
"226",-32.0150242039149
"227",-31.3153295478208
"228",-30.88871491303
"229",-30.939821208503
"230",-32.2576103135148
"231",-34.0443585536051
"232",-34.4113462302719
"233",-32.2709593753334
"234",-31.7477892498165
"235",-30.3057386193643
"236",-29.6570331538885
"237",-28.145024003656
"238",-27.6301269488691
"239",-27.7658922856058
"240",-29.1477739432613
"241",-30.240499176397
"242",-32.2174085609599
"243",-34.3789417007954
"244",-37.7874162468478
"245",-42.0600144831424
"246",-47.2937736170352
"247",-50.3697085666117
"248",-54.0316809227254
"249",-58.0695628141254
"250",-60.406517902046
"251",-62.1237783370253
"252",-63.9382096540892
"253",-65.1807180179729
"254",-67.957063352039
"255",-70.2609179730179
"256",-70.2463902458058
"257",-69.4979838908742
